Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Linearity,Heteroscedasticity,Model_score
VVD,RUCultuurRecreatieOverigeDiensten_171,votes,-0.4075,0.0,0.022,0.0,0.0,3.492428001802148e-12,1
D66,RUCultuurRecreatieOverigeDiensten_171,votes,0.3726,0.0,0.0295,0.0,0.0,3.2865821266458697e-09,1
PVV,RUCultuurRecreatieOverigeDiensten_171,votes,0.1763,0.0013,0.0054,0.0,0.0316,1.5901643542508683e-19,1
CDA,RUCultuurRecreatieOverigeDiensten_171,votes_sqrt,-1.3597,0.0,0.1162,0.0,0.3687,0.29813334948254666,4
SP,RUCultuurRecreatieOverigeDiensten_171,votes,0.5236,0.0,0.0597,0.0,0.0,6.431725726822167e-06,2
PvdA,RUCultuurRecreatieOverigeDiensten_171,votes_square,0.2062,0.0,0.0759,0.0,0.9439,2.04866046498185e-25,3
Groenlinks,RUCultuurRecreatieOverigeDiensten_171,votes_log,12.9097,0.0,0.2256,0.0,0.0,0.3086581155362366,3
FvD,RUCultuurRecreatieOverigeDiensten_171,votes_div,-87.1223,0.0154,0.0053,0.0,0.0178,0.10204117618536408,2
PvdD,RUCultuurRecreatieOverigeDiensten_171,votes_sqrt,0.7674,0.0,0.2657,0.3588,0.0,0.6339662189521057,4
CU,RUCultuurRecreatieOverigeDiensten_171,votes_div,453.3181,0.0,0.0505,0.0,0.6247,0.020323297279061337,3
SGP,RUCultuurRecreatieOverigeDiensten_171,votes,-2.1311,0.0,0.3231,0.0,0.0,3.880259942047317e-25,2
DENK,RUCultuurRecreatieOverigeDiensten_171,votes,0.1618,0.0,0.0825,0.0,0.2681,8.172062000565785e-10,3
VijftigPlus,RUCultuurRecreatieOverigeDiensten_171,votes,0.0707,0.0001,0.0079,0.0,0.0,0.10719135589433867,2
VVD,Bevolkingsdichtheid_57,votes_log,0.0,0.0122,0.0007,0.0,0.0,0.3347315073051439,2
D66,Bevolkingsdichtheid_57,votes_div,-0.0039,0.0,0.0098,0.0,0.0769,0.45605126409536556,3
PVV,Bevolkingsdichtheid_57,votes,0.0,0.0001,0.0035,0.0,0.0,4.2982082546413345e-05,1
CDA,Bevolkingsdichtheid_57,votes_div,0.0016,0.0,0.1745,0.0,0.8309,8.074924624546669e-96,3
SP,Bevolkingsdichtheid_57,votes_div,-0.0004,0.0453,0.0006,0.0,0.9511,0.2021838308520495,3
PvdA,Bevolkingsdichtheid_57,votes_log,0.0,0.0025,0.0011,0.0,0.0003,0.9217380050052953,2
Groenlinks,Bevolkingsdichtheid_57,votes_square,0.0,0.0,0.0845,0.0,0.4131,2.6006507693456553e-38,3
FvD,Bevolkingsdichtheid_57,votes_div,-0.0012,0.035,0.0031,0.0,0.0119,0.00030233320146449136,1
PvdD,Bevolkingsdichtheid_57,votes,0.0,0.0,0.0738,0.0,0.0651,7.185289282077534e-15,3
CU,Bevolkingsdichtheid_57,votes_square,-0.0,0.0,0.0061,0.0,0.2023,0.23023828312547884,3
SGP,Bevolkingsdichtheid_57,votes_square,-0.0,0.0,0.0041,0.0,0.3029,0.38886381053385366,3
DENK,Bevolkingsdichtheid_57,votes,0.0,0.0,0.327,0.0,0.0002,9.081586459476091e-56,2
VijftigPlus,Bevolkingsdichtheid_57,votes_div,0.0001,0.8656,0.0,0.0,0.1284,0.3135183182874813,2
VVD,Nieuwvormingen_64,votes_log,21.2994,0.0064,0.0009,0.0,0.2232,0.01710873940717352,2
D66,Nieuwvormingen_64,votes,11.6924,0.0,0.024,0.0,0.0,0.4669995972210764,2
PVV,Nieuwvormingen_64,votes_square,2.3286,0.0,0.007,0.0,0.1312,1.6205446172124142e-06,2
CDA,Nieuwvormingen_64,votes,-44.6294,0.0,0.0565,0.0,0.0,4.011771878507138e-20,2
SP,Nieuwvormingen_64,votes_sqrt,20.9031,0.0,0.0226,0.0,0.0,0.21457758955322723,2
PvdA,Nieuwvormingen_64,votes_square,1.6305,0.006,0.0009,0.0,0.1784,1.7888467008386904e-12,2
Groenlinks,Nieuwvormingen_64,votes_square,0.3192,0.0093,0.0009,0.0,0.1364,0.0016107538927848833,2
FvD,Nieuwvormingen_64,votes,0.4109,0.9003,0.0,0.0,0.4729,0.8266384490774343,2
PvdD,Nieuwvormingen_64,votes,4.7997,0.0,0.0449,0.0,0.1023,0.6626239561419752,3
CU,Nieuwvormingen_64,votes_sqrt,-25.1378,0.0,0.0191,0.0,0.2642,7.029822379182259e-35,2
SGP,Nieuwvormingen_64,votes_sqrt,-43.139,0.0,0.0315,0.0,0.1993,2.5216581055621705e-28,2
DENK,Nieuwvormingen_64,votes_square,-0.1398,0.0004,0.0113,0.0,0.9365,0.30420323062915994,3
VijftigPlus,Nieuwvormingen_64,votes,3.4298,0.0,0.0129,0.0,0.0,0.4092608532439803,2
VVD,ZiektenVanHartEnVaatstelsel_65,votes_log,-34.5457,0.0,0.0038,0.0,0.0,0.4226341870095969,2
D66,ZiektenVanHartEnVaatstelsel_65,votes_log,-95.3092,0.0,0.0085,0.0,0.1106,7.153728430265042e-09,2
PVV,ZiektenVanHartEnVaatstelsel_65,votes_square,1.5439,0.0001,0.0039,0.0,0.6794,6.860570541979744e-10,2
CDA,ZiektenVanHartEnVaatstelsel_65,votes_square,4.0188,0.0,0.0023,0.0,0.8001,0.8568548549554148,3
SP,ZiektenVanHartEnVaatstelsel_65,votes_div,-1150.202,0.0,0.0029,0.0,0.0,0.001041847144130982,1
PvdA,ZiektenVanHartEnVaatstelsel_65,votes,26.8623,0.0,0.0637,0.0,0.0,1.0204522080295227e-47,2
Groenlinks,ZiektenVanHartEnVaatstelsel_65,votes_log,50.5637,0.0,0.0037,0.0,0.6477,8.087698669791336e-21,2
FvD,ZiektenVanHartEnVaatstelsel_65,votes_log,-99.4976,0.0446,0.0037,0.0,0.9988,0.8845455800524938,3
PvdD,ZiektenVanHartEnVaatstelsel_65,votes,-0.0543,0.833,0.0,0.0,0.1512,0.3601686113859547,2
CU,ZiektenVanHartEnVaatstelsel_65,votes,-10.2333,0.0,0.02,0.0,0.5474,1.5306296680821814e-16,2
SGP,ZiektenVanHartEnVaatstelsel_65,votes,-14.0419,0.0,0.0221,0.0,0.9262,6.609953472632735e-17,2
DENK,ZiektenVanHartEnVaatstelsel_65,votes_square,-0.13,0.0006,0.0106,0.0,0.428,0.2012872078113852,3
VijftigPlus,ZiektenVanHartEnVaatstelsel_65,votes,0.5662,0.2916,0.0004,0.0,0.0,0.9976362639816881,1
VVD,ZiektenVanAdemhalingsstelsel_66,votes_div,-603.0881,0.0014,0.0012,0.0,0.5495,3.242490646565005e-05,2
D66,ZiektenVanAdemhalingsstelsel_66,votes,-6.212,0.0001,0.0019,0.0,0.4286,2.911699913181051e-06,2
PVV,ZiektenVanAdemhalingsstelsel_66,votes_square,4.9895,0.0,0.0083,0.0,0.2433,2.483457185642677e-12,2
CDA,ZiektenVanAdemhalingsstelsel_66,votes,-9.2055,0.0154,0.0007,0.0,0.0,0.0006994355160726911,1
SP,ZiektenVanAdemhalingsstelsel_66,votes_log,214.5815,0.0,0.0124,0.0,0.0,0.07206284375670838,2
PvdA,ZiektenVanAdemhalingsstelsel_66,votes,37.2404,0.0,0.0219,0.0,0.1222,4.5846091724483597e-10,2
Groenlinks,ZiektenVanAdemhalingsstelsel_66,votes,2.9325,0.0212,0.0007,0.0,0.1298,0.09932723984147253,3
FvD,ZiektenVanAdemhalingsstelsel_66,votes,-17.258,0.0185,0.005,0.0,0.3901,0.14396605762310136,3
PvdD,ZiektenVanAdemhalingsstelsel_66,votes_square,-0.0693,0.0516,0.0007,0.0,0.3152,0.06465361080506565,2
CU,ZiektenVanAdemhalingsstelsel_66,votes,-27.1868,0.0,0.0251,0.0,0.2021,5.55034500522572e-19,2
SGP,ZiektenVanAdemhalingsstelsel_66,votes,-32.5565,0.0,0.0213,0.0,0.4197,1.1635078421460325e-12,2
DENK,ZiektenVanAdemhalingsstelsel_66,votes,0.4682,0.7457,0.0001,0.0,0.0005,0.40658148440635455,1
VijftigPlus,ZiektenVanAdemhalingsstelsel_66,votes_square,-0.2317,0.2183,0.0006,0.0,0.1513,0.5970922033988209,2
VVD,UitwendigeDoodsoorzaken_67,votes_div,-1520.4808,0.0,0.0024,0.0,0.3732,0.0009819628187212825,2
D66,UitwendigeDoodsoorzaken_67,votes,58.4967,0.0,0.0545,0.0,0.0,2.428405055619746e-16,2
PVV,UitwendigeDoodsoorzaken_67,votes,-39.9762,0.0,0.0164,0.0,0.1095,0.0791838343855396,3
CDA,UitwendigeDoodsoorzaken_67,votes_sqrt,-160.239,0.0,0.0601,0.0,0.0,0.8684441806772419,3
SP,UitwendigeDoodsoorzaken_67,votes_log,-44.1814,0.3136,0.0002,0.0,0.0,0.137415426481996,1
PvdA,UitwendigeDoodsoorzaken_67,votes_log,-424.3885,0.0,0.0178,0.0,0.8991,0.06760711785756737,3
Groenlinks,UitwendigeDoodsoorzaken_67,votes_div,-35304.8996,0.0,0.0034,0.0,0.0103,0.06174897456399132,2
FvD,UitwendigeDoodsoorzaken_67,votes,28.2268,0.0041,0.0075,0.0,0.0644,0.6478429625948952,3
PvdD,UitwendigeDoodsoorzaken_67,votes_square,1.1476,0.0,0.0654,0.0,0.3324,3.802477541222987e-11,3
CU,UitwendigeDoodsoorzaken_67,votes,-20.4403,0.0,0.0042,0.0,0.6242,3.3035880880329763e-06,2
SGP,UitwendigeDoodsoorzaken_67,votes,-39.3056,0.0,0.0088,0.0,0.2748,1.7583678462242054e-06,2
DENK,UitwendigeDoodsoorzaken_67,votes_square,0.0501,0.6728,0.0002,0.0,0.0805,0.17490348655198454,2
VijftigPlus,UitwendigeDoodsoorzaken_67,votes,14.4375,0.0,0.023,0.0,0.0,0.4999327429084336,2
VVD,OverigeDoodsoorzaken_68,votes_div,-111.0046,0.129,0.0003,0.0,0.256,0.0007661922250464106,1
D66,OverigeDoodsoorzaken_68,votes_log,214.9747,0.0,0.0529,0.0,0.0,3.0415652033695184e-07,2
PVV,OverigeDoodsoorzaken_68,votes_square,-1.274,0.0001,0.004,0.0,0.8043,0.4239109916383865,3
CDA,OverigeDoodsoorzaken_68,votes_sqrt,-35.2706,0.0,0.0637,0.0,0.0,0.11510476847199733,3
SP,OverigeDoodsoorzaken_68,votes,1.6891,0.0296,0.0008,0.0,0.0,0.15563182724038144,2
PvdA,OverigeDoodsoorzaken_68,votes_log,-41.7424,0.0,0.0037,0.0,0.0812,0.07704580613492161,3
Groenlinks,OverigeDoodsoorzaken_68,votes,8.5105,0.0,0.0416,0.0,0.0,1.2583909894137802e-11,1
FvD,OverigeDoodsoorzaken_68,votes,-1.2638,0.6164,0.0002,0.0,0.6298,0.29319671705863193,2
PvdD,OverigeDoodsoorzaken_68,votes_sqrt,15.9665,0.0,0.085,0.0001,0.0,0.0725755685383321,3
CU,OverigeDoodsoorzaken_68,votes,-8.1227,0.0,0.0141,0.0,0.7544,6.050694878515099e-19,2
SGP,OverigeDoodsoorzaken_68,votes,-12.0843,0.0,0.0184,0.0,0.1381,3.106427396643095e-13,2
DENK,OverigeDoodsoorzaken_68,votes,-0.0919,0.8534,0.0,0.0,0.0023,0.5053408753284496,1
VijftigPlus,OverigeDoodsoorzaken_68,votes,3.385,0.0,0.0235,0.0,0.0,0.9210125751934948,2
VVD,AfstandTotHuisartsenpraktijk_209,votes,-0.0101,0.0,0.0033,0.0,0.0658,0.0007932474675511454,2
D66,AfstandTotHuisartsenpraktijk_209,votes,-0.028,0.0,0.0631,0.0,0.0,2.9745361775824196e-31,2
PVV,AfstandTotHuisartsenpraktijk_209,votes_div,0.845,0.0115,0.0018,0.0,0.1294,0.175944693543737,3
CDA,AfstandTotHuisartsenpraktijk_209,votes_log,0.3815,0.0,0.1073,0.3293,0.0,0.5603576088722628,4
SP,AfstandTotHuisartsenpraktijk_209,votes_sqrt,0.0029,0.3754,0.0002,0.0514,0.5693,0.06945114771631068,3
PvdA,AfstandTotHuisartsenpraktijk_209,votes_div,-1.9887,0.0022,0.0019,0.0,0.1359,0.0022478314332009283,2
Groenlinks,AfstandTotHuisartsenpraktijk_209,votes_div,-5.1946,0.2622,0.0003,0.0,0.179,0.11229259451000309,2
FvD,AfstandTotHuisartsenpraktijk_209,votes,-0.0069,0.1504,0.0019,0.0,0.9231,0.13924704740730495,2
PvdD,AfstandTotHuisartsenpraktijk_209,votes_log,-0.2241,0.0,0.0316,0.0,0.0,0.6610322877925344,2
CU,AfstandTotHuisartsenpraktijk_209,votes,0.0134,0.0,0.0093,0.0,0.0,0.11416095933402005,2
SGP,AfstandTotHuisartsenpraktijk_209,votes_square,-0.0012,0.3166,0.0005,0.0,0.0668,0.12163214291466579,2
DENK,AfstandTotHuisartsenpraktijk_209,votes,-0.0108,0.0,0.1177,0.0,0.0,2.6559566307565523e-08,2
VijftigPlus,AfstandTotHuisartsenpraktijk_209,votes,-0.002,0.0154,0.0022,0.0,0.0178,0.37936641352672296,2
VVD,AantalHuisartsenpraktijkenBinnen3Km_210,votes_div,-0.0311,0.0857,0.0006,0.0,0.1711,0.8849143773169393,2
D66,AantalHuisartsenpraktijkenBinnen3Km_210,votes_log,0.04,0.0,0.0699,0.0,0.0,0.05931746425475896,3
PVV,AantalHuisartsenpraktijkenBinnen3Km_210,votes_div,0.04,0.1871,0.0005,0.0,0.3838,0.010806214188805228,1
CDA,AantalHuisartsenpraktijkenBinnen3Km_210,votes_div,0.4157,0.0,0.2433,0.0,0.0624,8.791085203503401e-62,3
SP,AantalHuisartsenpraktijkenBinnen3Km_210,votes_sqrt,0.0,0.9534,0.0,0.0539,0.0652,0.6343076497538069,3
PvdA,AantalHuisartsenpraktijkenBinnen3Km_210,votes_div,-0.1367,0.0215,0.0011,0.0,0.4091,0.9730799254298401,3
Groenlinks,AantalHuisartsenpraktijkenBinnen3Km_210,votes_div,-1.0632,0.0103,0.0014,0.0,0.5668,0.8288646781527795,3
FvD,AantalHuisartsenpraktijkenBinnen3Km_210,votes_sqrt,0.0004,0.6425,0.0002,0.0,0.0575,0.31429620568415517,2
PvdD,AantalHuisartsenpraktijkenBinnen3Km_210,votes_square,0.0001,0.0,0.0801,0.0,0.2064,5.998093074794686e-16,3
CU,AantalHuisartsenpraktijkenBinnen3Km_210,votes_square,-0.0003,0.0,0.013,0.0,0.0717,0.0684219738478281,3
SGP,AantalHuisartsenpraktijkenBinnen3Km_210,votes,-0.003,0.0,0.031,0.0,0.0,3.882121478594721e-11,1
DENK,AantalHuisartsenpraktijkenBinnen3Km_210,votes,0.0016,0.0,0.3286,0.0,0.0002,4.414449398225736e-15,2
VijftigPlus,AantalHuisartsenpraktijkenBinnen3Km_210,votes_square,-0.0,0.3222,0.0004,0.0,0.0999,0.3836519682729187,2
VVD,AfstandTotHuisartsenpost_211,votes_div,0.0409,0.0219,0.0015,0.0,0.0,0.30139855629183143,2
D66,AfstandTotHuisartsenpost_211,votes,-0.0018,0.0,0.0419,0.0,0.0,0.7721826767626792,2
PVV,AfstandTotHuisartsenpost_211,votes_div,0.0753,0.0217,0.0022,0.0,0.0658,0.7088920052860783,3
CDA,AfstandTotHuisartsenpost_211,votes_div,-0.124,0.0,0.0308,0.0,0.0,0.9762367972823792,2
SP,AfstandTotHuisartsenpost_211,votes_div,0.1886,0.0007,0.0045,0.0,0.0141,0.40575567417061253,2
PvdA,AfstandTotHuisartsenpost_211,votes_square,0.0002,0.0022,0.0028,0.0,0.0,0.09677793014996634,2
Groenlinks,AfstandTotHuisartsenpost_211,votes,-0.001,0.0,0.0235,0.0,0.0,0.6380465158026198,2
FvD,AfstandTotHuisartsenpost_211,votes_log,-0.0009,0.5983,0.0004,0.237,0.4574,0.48358630104701983,3
PvdD,AfstandTotHuisartsenpost_211,votes_div,0.5242,0.0,0.006,0.0,0.0,0.1257066859511802,2
CU,AfstandTotHuisartsenpost_211,votes_div,0.0698,0.7704,0.0,0.0,0.9517,0.47987841316306945,2
SGP,AfstandTotHuisartsenpost_211,votes,0.0028,0.0,0.0308,0.0,0.0,3.30976690474483e-20,1
DENK,AfstandTotHuisartsenpost_211,votes_sqrt,-0.0033,0.0,0.1499,0.0,0.0,0.2224437453480044,3
VijftigPlus,AfstandTotHuisartsenpost_211,votes,-0.0002,0.0006,0.0051,0.0,0.0246,0.9473721296767479,2
VVD,AfstandTotZiekenhuis_212,votes,-0.0002,0.1849,0.0003,0.0,0.0,0.15534556267390515,1
D66,AfstandTotZiekenhuis_212,votes,-0.0017,0.0,0.0558,0.0,0.0,0.10259788850473084,3
PVV,AfstandTotZiekenhuis_212,votes,-0.0009,0.0,0.0102,0.0,0.3917,3.5314557378806325e-06,2
CDA,AfstandTotZiekenhuis_212,votes_div,-0.1218,0.0,0.043,0.0,0.0,0.4471808401275984,2
SP,AfstandTotZiekenhuis_212,votes_log,-0.0064,0.0,0.0052,0.0,0.9322,0.29661347705101804,3
PvdA,AfstandTotZiekenhuis_212,votes_div,0.1186,0.004,0.0017,0.0,0.0004,0.00654618590838135,1
Groenlinks,AfstandTotZiekenhuis_212,votes,-0.0009,0.0,0.0238,0.0,0.0,0.5557401471467343,2
FvD,AfstandTotZiekenhuis_212,votes,-0.0002,0.5113,0.0004,0.0,0.997,0.6655102461122464,2
PvdD,AfstandTotZiekenhuis_212,votes_square,-0.0,0.0,0.0068,0.0,0.0,0.05560669402608331,2
CU,AfstandTotZiekenhuis_212,votes_div,-0.382,0.0333,0.0016,0.0,0.9067,0.9812808753477588,3
SGP,AfstandTotZiekenhuis_212,votes,0.0017,0.0,0.0194,0.0,0.0,6.004145394035851e-15,1
DENK,AfstandTotZiekenhuis_212,votes_sqrt,-0.0031,0.0,0.1708,0.0,0.0,0.06353288744606828,3
VijftigPlus,AfstandTotZiekenhuis_212,votes,-0.0001,0.0027,0.0033,0.0,0.5988,0.3996384619215727,3
VVD,AantalZiekenhuizenBinnen20Km_213,votes_sqrt,0.005,0.0,0.0405,0.0,0.0,0.22589426920724048,2
D66,AantalZiekenhuizenBinnen20Km_213,votes_log,0.0474,0.0,0.057,0.0,0.0,0.1847267859907213,3
PVV,AantalZiekenhuizenBinnen20Km_213,votes,0.0013,0.0,0.0065,0.0,0.9095,0.4477807793807185,3
CDA,AantalZiekenhuizenBinnen20Km_213,votes_log,-0.0369,0.0,0.0693,0.0971,0.4568,0.18679673034785874,5
SP,AantalZiekenhuizenBinnen20Km_213,votes_div,0.1474,0.0411,0.0012,0.0,0.6785,0.05671722964029693,3
PvdA,AantalZiekenhuizenBinnen20Km_213,votes_div,-0.2059,0.0082,0.0014,0.0,0.2389,0.031482156937151465,2
Groenlinks,AantalZiekenhuizenBinnen20Km_213,votes_div,-1.4834,0.0068,0.0016,0.0,0.0661,0.3102613168488214,3
FvD,AantalZiekenhuizenBinnen20Km_213,votes_square,0.0003,0.0331,0.0041,0.0,0.3238,0.38313443152625426,3
PvdD,AantalZiekenhuizenBinnen20Km_213,votes,0.0006,0.0,0.0279,0.0,0.8259,0.088759255671544,3
CU,AantalZiekenhuizenBinnen20Km_213,votes_square,-0.0004,0.0,0.0133,0.0,0.0356,0.18299546035768946,2
SGP,AantalZiekenhuizenBinnen20Km_213,votes,-0.0014,0.0011,0.0048,0.0,0.0016,9.599906851416725e-07,1
DENK,AantalZiekenhuizenBinnen20Km_213,votes,0.0014,0.0,0.121,0.0,0.3359,1.0944483568101952e-22,3
VijftigPlus,AantalZiekenhuizenBinnen20Km_213,votes,0.0001,0.4915,0.0002,0.0,0.0,0.26698701131164443,1
VVD,AfstandTotKinderdagverblijf_214,votes,-0.0034,0.0,0.0036,0.0,0.0,0.2656128621209459,2
D66,AfstandTotKinderdagverblijf_214,votes_log,-0.1317,0.0,0.0607,0.0,0.0,2.0446074314134734e-229,2
PVV,AfstandTotKinderdagverblijf_214,votes_div,-0.7197,0.0,0.0116,0.0,0.0,0.3268581129918807,2
CDA,AfstandTotKinderdagverblijf_214,votes,0.0138,0.0,0.0409,0.0,0.0,4.161974671336388e-99,1
SP,AfstandTotKinderdagverblijf_214,votes_div,-0.9069,0.0,0.0055,0.0,0.0,0.8307747039670086,2
PvdA,AfstandTotKinderdagverblijf_214,votes_div,-0.4521,0.0292,0.001,0.0,0.215,0.920203894176983,3
Groenlinks,AfstandTotKinderdagverblijf_214,votes_div,1.5136,0.2969,0.0002,0.0,0.064,0.9876715532463318,2
FvD,AfstandTotKinderdagverblijf_214,votes_square,-0.002,0.0001,0.0131,0.0,0.0,0.46274839133061063,2
PvdD,AfstandTotKinderdagverblijf_214,votes_div,2.6274,0.0,0.0065,0.0,0.0,0.35930261395996377,2
CU,AfstandTotKinderdagverblijf_214,votes_div,-3.1402,0.0001,0.0052,0.0,0.0003,0.2750249204559557,2
SGP,AfstandTotKinderdagverblijf_214,votes,0.0072,0.0,0.0122,0.0,0.0,1.8730886607184106e-12,1
DENK,AfstandTotKinderdagverblijf_214,votes,-0.0029,0.0,0.0316,0.0,0.0,0.0937616248409296,2
VijftigPlus,AfstandTotKinderdagverblijf_214,votes,-0.003,0.0,0.0269,0.0,0.0,0.5148929479021995,2
VVD,AantalKinderdagverblijvenBinnen3Km_215,votes_div,-0.0368,0.0003,0.0026,0.0,0.0,0.10556748415379591,2
D66,AantalKinderdagverblijvenBinnen3Km_215,votes,0.0022,0.0,0.1596,0.0,0.0,7.920694825106459e-37,2
PVV,AantalKinderdagverblijvenBinnen3Km_215,votes,-0.0013,0.0,0.0397,0.0,0.0,0.11012537089573018,2
CDA,AantalKinderdagverblijvenBinnen3Km_215,votes_log,-0.0315,0.0,0.271,0.1527,0.0,0.7477572197655814,4
SP,AantalKinderdagverblijvenBinnen3Km_215,votes_div,0.1481,0.0,0.0077,0.0,0.0956,0.5837607275874872,3
PvdA,AantalKinderdagverblijvenBinnen3Km_215,votes_div,-0.0709,0.0339,0.0009,0.0,0.5391,0.12247579441308212,3
Groenlinks,AantalKinderdagverblijvenBinnen3Km_215,votes_log,0.03,0.0,0.1405,0.0,0.0,0.16448416815728792,3
FvD,AantalKinderdagverblijvenBinnen3Km_215,votes,0.0006,0.003,0.008,0.0,0.0001,0.49638515574385667,2
PvdD,AantalKinderdagverblijvenBinnen3Km_215,votes_sqrt,0.0017,0.0,0.1326,0.0,0.0,0.5255125230958697,3
CU,AantalKinderdagverblijvenBinnen3Km_215,votes_div,-0.5038,0.0005,0.0043,0.0,0.0643,2.2179359016795863e-09,2
SGP,AantalKinderdagverblijvenBinnen3Km_215,votes,-0.0019,0.0,0.0354,0.0,0.0,1.8689571972368724e-11,1
DENK,AantalKinderdagverblijvenBinnen3Km_215,votes_square,0.0,0.0,0.2358,0.0,0.7164,7.534910823739275e-10,3
VijftigPlus,AantalKinderdagverblijvenBinnen3Km_215,votes_div,-0.2033,0.001,0.004,0.0,0.0,0.10355752902349503,2
VVD,AfstandTotSchoolBasisonderwijs_216,votes,0.0149,0.0078,0.0012,0.0,0.2405,0.4812530137056853,3
D66,AfstandTotSchoolBasisonderwijs_216,votes_log,-0.2337,0.0006,0.0022,0.0,0.1974,3.95093600964791e-12,2
PVV,AfstandTotSchoolBasisonderwijs_216,votes_div,3.6584,0.0,0.0049,0.0,0.0897,0.43606742860529735,3
CDA,AfstandTotSchoolBasisonderwijs_216,votes,0.1166,0.0,0.0427,0.0,0.0,5.656336488918945e-15,1
SP,AfstandTotSchoolBasisonderwijs_216,votes_sqrt,-0.0438,0.0,0.0077,0.2562,0.8855,0.002085058413790076,3
PvdA,AfstandTotSchoolBasisonderwijs_216,votes_log,-0.2268,0.0,0.0042,0.0,0.5191,0.05052843409032687,3
Groenlinks,AfstandTotSchoolBasisonderwijs_216,votes,-0.0273,0.0,0.0153,0.0,0.0,1.2213019110726033e-14,1
FvD,AfstandTotSchoolBasisonderwijs_216,votes,0.0002,0.9817,0.0,0.0,0.9311,0.07025427753241331,2
PvdD,AfstandTotSchoolBasisonderwijs_216,votes,-0.0028,0.016,0.0013,0.0,0.0,0.0006740565702026921,1
CU,AfstandTotSchoolBasisonderwijs_216,votes_sqrt,-0.0044,0.6965,0.0,0.0,0.418,0.28170514820794396,2
SGP,AfstandTotSchoolBasisonderwijs_216,votes,-0.0486,0.0,0.0109,0.0,0.3525,7.4927973674852516e-06,2
DENK,AfstandTotSchoolBasisonderwijs_216,votes,-0.0272,0.0,0.1617,0.0,0.0,3.265853381827004e-12,2
VijftigPlus,AfstandTotSchoolBasisonderwijs_216,votes,0.004,0.0402,0.0016,0.0,0.2253,0.9077341350199241,3
VVD,AantalBasisonderwijsscholenBinnen3Km_217,votes_log,0.0024,0.0447,0.0007,0.0,0.0433,0.7963700436828037,2
D66,AantalBasisonderwijsscholenBinnen3Km_217,votes_div,-0.8726,0.0,0.0085,0.0,0.149,0.3116364942642364,3
PVV,AantalBasisonderwijsscholenBinnen3Km_217,votes,0.0002,0.408,0.0002,0.0,0.8024,0.6809506778860028,2
CDA,AantalBasisonderwijsscholenBinnen3Km_217,votes,-0.0073,0.0,0.1289,0.0,0.0,8.56771365203695e-28,2
SP,AantalBasisonderwijsscholenBinnen3Km_217,votes_div,0.0927,0.0416,0.001,0.0,0.0789,0.07367900940755642,3
PvdA,AantalBasisonderwijsscholenBinnen3Km_217,votes,0.001,0.0,0.0041,0.0,0.0,0.15875841219161296,2
Groenlinks,AantalBasisonderwijsscholenBinnen3Km_217,votes_log,0.0361,0.0,0.0681,0.0,0.0664,0.13222069383445811,4
FvD,AantalBasisonderwijsscholenBinnen3Km_217,votes,0.0002,0.6432,0.0002,0.0,0.0518,0.2414925914064561,2
PvdD,AantalBasisonderwijsscholenBinnen3Km_217,votes_log,0.021,0.0,0.0361,0.0,0.1174,0.3892544473911481,3
CU,AantalBasisonderwijsscholenBinnen3Km_217,votes,-0.0001,0.5539,0.0001,0.0,0.0,0.45550909458184696,1
SGP,AantalBasisonderwijsscholenBinnen3Km_217,votes_square,-0.0004,0.0,0.0086,0.0,0.5342,0.3300397166088763,3
DENK,AantalBasisonderwijsscholenBinnen3Km_217,votes,0.0018,0.0,0.4174,0.0,0.0532,1.6479586595742229e-24,3
VijftigPlus,AantalBasisonderwijsscholenBinnen3Km_217,votes,-0.0002,0.0379,0.0016,0.0,0.0048,0.28550114753233224,2
VVD,AfstandTotSchoolVmbo_218,votes_div,-0.086,0.0062,0.0013,0.0,0.1346,0.0033316028207125733,2
D66,AfstandTotSchoolVmbo_218,votes_div,1.3915,0.0,0.0048,0.0,0.3005,0.11294987278459995,3
PVV,AfstandTotSchoolVmbo_218,votes_div,-0.1291,0.0297,0.0012,0.0,0.4606,0.005965286057945335,2
CDA,AfstandTotSchoolVmbo_218,votes,0.0092,0.0,0.0513,0.0,0.0,1.0249049698594823e-10,2
SP,AfstandTotSchoolVmbo_218,votes_div,-0.2001,0.0428,0.001,0.0,0.1092,0.018826539673416645,2
PvdA,AfstandTotSchoolVmbo_218,votes,0.0001,0.7499,0.0,0.0,0.0011,0.059502797685245946,1
Groenlinks,AfstandTotSchoolVmbo_218,votes,-0.0037,0.0,0.0511,0.0,0.0,9.516639715628146e-18,2
FvD,AfstandTotSchoolVmbo_218,votes,-0.0023,0.0129,0.0056,0.0,0.6244,0.41389181684955445,3
PvdD,AfstandTotSchoolVmbo_218,votes_div,0.6773,0.0192,0.0012,0.0,0.394,0.006065162537133071,2
CU,AfstandTotSchoolVmbo_218,votes_div,2.2092,0.0,0.0074,0.0,0.413,1.4721984531242366e-09,2
SGP,AfstandTotSchoolVmbo_218,votes_square,0.0011,0.0,0.0147,0.0,0.0599,0.7069547393222508,3
DENK,AfstandTotSchoolVmbo_218,votes,-0.0021,0.0,0.1293,0.0,0.0,2.821147007036955e-08,2
VijftigPlus,AfstandTotSchoolVmbo_218,votes_log,-0.0092,0.0268,0.0018,0.0,0.2159,0.4344251336134344,3
